,file,danceability
1,regional-us-weekly-2017-12-29--2018-01-05.csv,0.72342
2,regional-us-weekly-2018-01-05--2018-01-12.csv,0.7189599999999998
3,regional-us-weekly-2018-01-12--2018-01-19.csv,0.7111899999999994
4,regional-us-weekly-2018-01-19--2018-01-26.csv,0.7120900000000002
5,regional-us-weekly-2018-01-26--2018-02-02.csv,0.7216549999999997
6,regional-us-weekly-2018-02-02--2018-02-09.csv,0.7174150000000001
7,regional-us-weekly-2018-02-09--2018-02-16.csv,0.7133750000000001
8,regional-us-weekly-2018-02-16--2018-02-23.csv,0.710655
9,regional-us-weekly-2018-02-23--2018-03-02.csv,0.7171699999999999
10,regional-us-weekly-2018-03-02--2018-03-09.csv,0.7191849999999999
11,regional-us-weekly-2018-03-09--2018-03-16.csv,0.7276650000000001
12,regional-us-weekly-2018-03-16--2018-03-23.csv,0.7159250000000001
13,regional-us-weekly-2018-03-23--2018-03-30.csv,0.7130199999999998
14,regional-us-weekly-2018-03-30--2018-04-06.csv,0.7095649999999997
15,regional-us-weekly-2018-04-06--2018-04-13.csv,0.7169100000000003
16,regional-us-weekly-2018-04-13--2018-04-20.csv,0.7141750000000002
17,regional-us-weekly-2018-04-20--2018-04-27.csv,0.7126550000000003
18,regional-us-weekly-2018-04-27--2018-05-04.csv,0.7090200000000004
19,regional-us-weekly-2018-05-04--2018-05-11.csv,0.7038349999999997
20,regional-us-weekly-2018-05-11--2018-05-18.csv,0.7085949999999999
21,regional-us-weekly-2018-05-18--2018-05-25.csv,0.7115750000000002
22,regional-us-weekly-2018-05-25--2018-06-01.csv,0.70953
23,regional-us-weekly-2018-06-01--2018-06-08.csv,0.7040449999999998
24,regional-us-weekly-2018-06-08--2018-06-15.csv,0.7053399999999996
25,regional-us-weekly-2018-06-15--2018-06-22.csv,0.7018299999999995
26,regional-us-weekly-2018-06-22--2018-06-29.csv,0.6957900000000004
27,regional-us-weekly-2018-06-29--2018-07-06.csv,0.70843
28,regional-us-weekly-2018-07-06--2018-07-13.csv,0.7178449999999996
29,regional-us-weekly-2018-07-13--2018-07-20.csv,0.717715
30,regional-us-weekly-2018-07-20--2018-07-27.csv,0.7146250000000002
31,regional-us-weekly-2018-07-27--2018-08-03.csv,0.7169450000000004
32,regional-us-weekly-2018-08-03--2018-08-10.csv,0.7070700000000001
33,regional-us-weekly-2018-08-10--2018-08-17.csv,0.7127850000000001
34,regional-us-weekly-2018-08-17--2018-08-24.csv,0.7069000000000001
35,regional-us-weekly-2018-08-24--2018-08-31.csv,0.7093050000000001
36,regional-us-weekly-2018-08-31--2018-09-07.csv,0.7136699999999998
37,regional-us-weekly-2018-09-07--2018-09-14.csv,0.7051299999999999
38,regional-us-weekly-2018-09-14--2018-09-21.csv,0.7061299999999997
39,regional-us-weekly-2018-09-21--2018-09-28.csv,0.711485
40,regional-us-weekly-2018-09-28--2018-10-05.csv,0.7221299999999998
41,regional-us-weekly-2018-10-05--2018-10-12.csv,0.7236800000000001
42,regional-us-weekly-2018-10-12--2018-10-19.csv,0.7229449999999998
43,regional-us-weekly-2018-10-19--2018-10-26.csv,0.7198150000000001
44,regional-us-weekly-2018-10-26--2018-11-02.csv,0.7185849999999998
45,regional-us-weekly-2018-11-02--2018-11-09.csv,0.7117699999999999
46,regional-us-weekly-2018-11-09--2018-11-16.csv,0.6976349999999999
47,regional-us-weekly-2018-11-16--2018-11-23.csv,0.701075
48,regional-us-weekly-2018-11-23--2018-11-30.csv,0.6930649999999998
49,regional-us-weekly-2018-11-30--2018-12-07.csv,0.7003499999999997
50,regional-us-weekly-2018-12-07--2018-12-14.csv,0.68732
51,regional-us-weekly-2018-12-14--2018-12-21.csv,0.6852349999999997
52,regional-us-weekly-2018-12-21--2018-12-28.csv,0.6718749999999997
